n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
4,2,10,1.0,8,0.1,0.125,0.0,0.0,0.0,0.0,0.0
4,2,10,2.0,8,0.2,0.25,0.5,0.0,0.0,0.0,0.0
4,2,10,3.0,8,0.3,0.375,0.7,0.3,0.3,0.3,0.3
4,2,10,4.0,8,0.4,0.5,1.5,0.5,0.5,0.5,0.5
4,2,10,4.0,8,0.5,0.5,1.1,0.3,0.3,0.3,0.3
4,2,10,5.0,8,0.6,0.625,2.2,1.1,1.2,1.1,1.1
4,2,10,6.0,8,0.7,0.75,3.0,2.2,2.2,2.2,2.2
4,2,10,7.0,8,0.8,0.875,4.3,3.7,3.7,3.7,3.7
4,2,10,8.0,8,0.9,1.0,6.0,6.0,6.0,6.0,6.0
