n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
6,4,10,3.0,24,0.1,0.125,0.7,0.2,0.2,0.2,0.2
6,4,10,5.0,24,0.2,0.20833333333333331,3.6,0.8,0.8,0.8,0.8
6,4,10,8.0,24,0.3,0.33333333333333337,10.0,3.9,4.2,3.9,3.9
6,4,10,10.0,24,0.4,0.41666666666666663,13.6,7.5,7.6,7.5,7.5
6,4,10,12.0,24,0.5,0.5,21.0,12.1,12.4,12.1,12.1
6,4,10,15.0,24,0.6,0.625,37.0,25.0,25.2,25.0,25.0
6,4,10,17.0,24,0.7,0.7083333333333333,50.0,33.1,34.6,33.1,33.1
6,4,10,20.0,24,0.8,0.8333333333333333,62.5,53.0,54.3,53.0,53.0
6,4,10,22.0,24,0.9,0.9166666666666666,72.2,67.4,67.4,67.4,67.4
