n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal,avg_tot_time_bar,avg_tot_time_med,avg_tot_time_sif,avg_tot_time_opt,avg_tot_time
4,2,20,1.0,8,0.1,0.125,0.0,0.0,0.0,0.0,0.0,8.654594421386718e-06,5.972385406494141e-06,4.050731658935547e-05,1.8656253814697266e-05,7.37905502319336e-05
4,2,20,2.0,8,0.2,0.25,0.2,0.0,0.0,0.0,0.0,9.298324584960938e-06,6.628036499023438e-06,4.4465065002441406e-05,2.061128616333008e-05,8.100271224975586e-05
4,2,20,3.0,8,0.3,0.375,0.4,0.1,0.1,0.1,0.1,9.977817535400391e-06,7.843971252441406e-06,5.5170059204101564e-05,2.2029876708984376e-05,9.502172470092774e-05
4,2,20,4.0,8,0.4,0.5,1.05,0.3,0.3,0.3,0.3,9.965896606445312e-06,7.87973403930664e-06,5.36799430847168e-05,2.510547637939453e-05,9.663105010986328e-05
4,2,20,4.0,8,0.5,0.5,1.25,0.55,0.55,0.55,0.55,7.712841033935547e-06,6.580352783203125e-06,5.2416324615478514e-05,2.0837783813476564e-05,8.754730224609375e-05
4,2,20,5.0,8,0.6,0.625,2.2,1.0,1.0,1.0,1.0,1.0395050048828125e-05,8.940696716308594e-06,5.862712860107422e-05,2.6464462280273438e-05,0.00010442733764648438
4,2,20,6.0,8,0.7,0.75,3.15,2.3,2.35,2.3,2.3,9.47713851928711e-06,8.308887481689453e-06,6.121397018432617e-05,2.7430057525634765e-05,0.0001064300537109375
4,2,20,7.0,8,0.8,0.875,4.05,3.6,3.6,3.6,3.6,9.715557098388672e-06,8.869171142578126e-06,6.384849548339844e-05,3.0171871185302734e-05,0.00011260509490966797
4,2,20,8.0,8,0.9,1.0,6.0,6.0,6.0,6.0,6.0,1.0085105895996093e-05,9.1552734375e-06,6.560087203979492e-05,3.216266632080078e-05,0.0001170039176940918
